mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,spec_contrast_0,spec_contrast_1,spec_contrast_2,spec_contrast_3,spec_contrast_4,spec_contrast_5,spec_contrast_6,tonnetz_0,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,label
-563.2865600585938,49.64883804321289,-6.105738162994385,10.458234786987305,-5.491734027862549,-0.3315175473690033,-9.950891494750977,-0.9074123501777649,-10.08036994934082,-7.562868118286133,-8.875397682189941,-1.2832766771316528,-4.365170478820801,0.3800072968006134,0.3219684064388275,0.3577180504798889,0.4176552891731262,0.4658607542514801,0.4976947009563446,0.4409385323524475,0.41579967737197876,0.4447450339794159,0.42312368750572205,0.4280530512332916,0.41629061102867126,14.385023968689874,13.356677702112835,14.517304143417476,14.342169993889051,16.73423828831903,16.324079605200925,21.172270523776344,-0.025625560458964677,0.03950046895303051,-0.025065806140879283,-0.015490346564021328,0.004602127595785886,-0.011953044787705737,05
-582.4150390625,53.8277587890625,-6.217735767364502,7.703193664550781,-1.5356783866882324,4.751631736755371,-11.035255432128906,-6.731741905212402,-12.881446838378906,-9.406087875366211,-5.080707550048828,0.43318963050842285,-7.476512908935547,0.39694738388061523,0.35767316818237305,0.33247923851013184,0.3004910945892334,0.2873782813549042,0.298308402299881,0.29515719413757324,0.2977641224861145,0.37270841002464294,0.4242623448371887,0.4088447093963623,0.424014687538147,13.5521743485649,15.14056294937844,15.394888584877508,15.741495368311648,18.443920946769097,18.234695202210865,21.55075498246923,0.024296991410704325,0.015334209163469687,-0.01030855444607489,0.0006682774118045704,-0.014713712676225938,0.005390911074546364,06
-418.4998779296875,39.59127426147461,-25.59210777282715,-2.8347980976104736,-5.696198463439941,-2.1065917015075684,-18.4929256439209,-7.546037673950195,-12.406195640563965,-9.510558128356934,-6.937021255493164,-1.2075871229171753,-9.490371704101562,0.4630260765552521,0.3865734338760376,0.32925018668174744,0.25781115889549255,0.2799777686595917,0.34007805585861206,0.36717793345451355,0.42567503452301025,0.45841240882873535,0.508525550365448,0.5296325087547302,0.550892174243927,9.518963690398278,14.167461072047683,16.737551323487438,16.52072106345596,18.87387136600351,18.969241932593675,25.756353290987818,-0.016322376615108356,0.005326010438922926,-0.03239606124477668,-0.007063078629039192,-0.004769154894427032,-0.0020435188939738873,06
-470.210693359375,48.58982467651367,-8.505513191223145,5.728758335113525,-3.0265071392059326,-2.5719056129455566,-14.422110557556152,0.1610439568758011,-6.639500617980957,-8.884906768798828,-6.192270278930664,0.9303704500198364,-5.094511032104492,0.4628441035747528,0.4341612160205841,0.37291669845581055,0.39855241775512695,0.4099951982498169,0.41129636764526367,0.36821430921554565,0.32661277055740356,0.3508070409297943,0.37493082880973816,0.3624773323535919,0.39797258377075195,12.230585248309936,13.84607745956027,15.383647744915597,15.804552361191329,18.064711062795364,18.686077677268273,23.37763526528032,-0.02113787642828315,0.03971668202604042,-0.06592112839042188,0.028855210626447622,-0.004360370917948522,0.02535776306697774,05
-650.4923095703125,64.39037322998047,0.8292191624641418,11.523897171020508,-0.35862207412719727,3.5913171768188477,-6.460954189300537,0.6406635642051697,-12.072954177856445,-4.1151204109191895,-5.8277153968811035,1.0929083824157715,-3.342395067214966,0.42149296402931213,0.3510756194591522,0.3073979616165161,0.31586092710494995,0.337154746055603,0.37717002630233765,0.3777088522911072,0.39116600155830383,0.38912850618362427,0.35616248846054077,0.36685094237327576,0.42768654227256775,14.560175977930681,12.111850699571368,13.851096212587505,14.190648924467563,16.680400903890643,15.935771670016717,18.92169753679406,-0.0023086416259424005,0.03995700453866183,0.03245836396117556,0.017221763453808922,0.0029927822572561654,-0.014748400753682243,07
-699.4721069335938,72.06031036376953,7.297576427459717,10.884042739868164,3.873194456100464,2.345424175262451,-9.802933692932129,-5.979671955108643,-11.09262752532959,-4.559789180755615,-3.8955485820770264,-1.7496174573898315,-6.4008002281188965,0.43337854743003845,0.41676732897758484,0.4003620743751526,0.44206568598747253,0.48668619990348816,0.4717777371406555,0.4613528549671173,0.39638960361480713,0.352409690618515,0.3703649938106537,0.42108991742134094,0.435493528842926,14.125805127120332,12.852728833127937,14.520503436719716,15.428293136963307,17.16448238099203,15.797413567453376,17.478120591397374,-0.011135589912006121,0.013741454023762796,0.01618691177525213,-0.04421503610002275,0.015199562735580117,0.002780492048467575,04
-634.4852905273438,71.03974151611328,-6.566928386688232,7.721408367156982,-0.3054223656654358,6.9913554191589355,-15.028292655944824,-12.167974472045898,-16.92611312866211,-4.678616523742676,-3.3898425102233887,-0.9239804744720459,-9.09696102142334,0.706291675567627,0.5454778075218201,0.4588487446308136,0.38677778840065,0.36364006996154785,0.3677556812763214,0.36264464259147644,0.39202645421028137,0.4194895923137665,0.4809737801551819,0.5329380035400391,0.6815360188484192,10.656622541801053,12.763489097271837,14.117675733222589,14.919275301464706,18.51506769278689,17.3360554616641,20.084542453461655,-0.00781824807649424,0.04599373153034332,0.04705911933210931,0.037301381671153634,-0.0041216484595054375,0.020144506030751828,04
-600.0875244140625,59.866695404052734,6.06459903717041,18.24707794189453,-2.0502331256866455,7.751212120056152,-12.605536460876465,-2.612661838531494,-10.890645027160645,-7.045820236206055,-7.597345352172852,2.0695343017578125,-6.358902931213379,0.44521564245224,0.4043349325656891,0.41115039587020874,0.46303388476371765,0.5310348868370056,0.5286939144134521,0.47268152236938477,0.47520774602890015,0.4741958975791931,0.4352227747440338,0.41136491298675537,0.46219080686569214,15.822767374510558,12.419912521120361,13.11894386992696,14.579609920043543,16.95886057695251,17.385415809520968,21.445006152302202,0.023377112929025362,0.01829274747116497,-0.03647641993497467,0.0721694665544509,0.004219729294655718,-0.020047687441884673,07
-538.6835327148438,53.071048736572266,-7.990157127380371,1.0590999126434326,-5.061295509338379,1.435333013534546,-16.12151336669922,-7.494620323181152,-11.94677448272705,-6.214511394500732,-7.865437030792236,-1.7555794715881348,-9.163766860961914,0.5363894104957581,0.5460256934165955,0.5341085195541382,0.4869799315929413,0.49130621552467346,0.5050857663154602,0.5017158389091492,0.48802924156188965,0.46549955010414124,0.4600594937801361,0.4798907935619354,0.4969803988933563,11.421742797768934,12.802881207357332,13.668305876873882,14.283541707296573,16.472144789473866,17.109689066006663,21.83752727700053,-0.01735524929900397,0.028076443141908988,-0.02325404783391179,-0.0017734732186954648,0.004681447148066074,-0.0012928676998256246,08
-634.4155883789062,60.70073699951172,-4.737706184387207,2.8596603870391846,-0.4971236288547516,-0.02550460584461689,-11.302062034606934,-6.281991481781006,-9.782394409179688,-4.028159141540527,-2.6037018299102783,-1.5207690000534058,-7.360800266265869,0.394654780626297,0.3536047041416168,0.3422330617904663,0.3915868103504181,0.4492044448852539,0.4229884743690491,0.37850525975227356,0.3476790189743042,0.39958369731903076,0.3590174615383148,0.3502241373062134,0.3922949731349945,15.300047144136391,14.24054889794375,15.10929900149705,15.88310339117264,17.614666602093834,16.995135702958905,19.334848471834327,-0.0004098699404543392,0.03990834429242261,-0.045444914904922765,0.05816673619128423,0.004135648415233487,0.0047807726892993615,08
